text,label,char count,source
"Fender Blackie Strat made out of a 50s style multiradius Warmoth neck ( maple and sooo sweet ) probably about a 12 "" radius ala SRV. Black body , Kluson Tuners , Kohler Brand Vintage Trem. Amer. Standard Pickups. Sounds fatter than my Relic Strat ! MAN ! Why dont you stop calling this aftermarket parts guitar a "" Fender "" ? ? ? ? ? ? ? it is NOT ! it is probably better than a Fender , but it is no Fender. I thought Kohler made faucets . 
",1,442,razavai
"i have a practical question , how does one take Viagra in a relationship where spontaneous sex is the norm ? ? ( and stop laughing , I am serious ! ) It doesnt hurt to take it and not have sex ; ) But also , two people who have had sex a few times ( or more ) together and can communicate reasonably well can decide to sometimes agree ( perhaps spontaneously ) that you might want to go for it in the next few hours. "" I am not promising anything , but you might take one of those blue pills just in case. "" Of course , a good excuse to make out for an hour or so first can also be fun. Massage is one way to spend some time getting sensual together first. Mind Books offers publications about psychedelics ; 
",1,710,razavai
"Communism has slaughtered over 200 million people this century and currently enslaves about a quarter of mankind. Evidence for your 200 million ? Stalin did in 20 to 40 million. I dont have a count on Mao but 160 million sounds a bit high. Sir , I dealt with the same question some months ago when Deppity Bob made the same point. Perhaps youll forgive me for reposting my response to him. It was : Subject : Re : no bullshit begin repost Please take a look at : Want to see David disappear really fast ? Watch. Hey , Dave ! Rummel also says that the Nazis killed more than 20 million people including 5.2 million Jews : Do you consider his figures accurate ? Or do you only have tears for the victims of Communism ? I am in no position to verify or refute Rummels figures ( Otto Pohl has some interesting views on that subject if he is around ) but I would condemn democide from whatever source. If you are also in no position to verify or refute Rummels figures , why do you find his figures on Communist murder worthy of comment but not his figures on Nazi murder ? Pohls figure , by the way , is 4.8 million. You wont get much help there. at University of Alberta Multi pertransibunt & augebitur scientia "" Nizkooks are not members of homosapiens. They are members of Judeosapiens. "" Joe Bellinger , May 17 , 1999 . 
",1,1321,razavai
"CarlD does not use his real name , however he is simple enough to trace. The man posts to the Internet religiously. He lives in a small town in Texas. He keeps gold and silver stashed away. He is a gun nut and an explosives nut who thinks the world is going to end in chaos at any moment. There is hardly a facet of "" Carlds "" life that he has not posted publically , somewhere , somehow. Men like CarlD are problems about to happen. They are paranoid. They are delusional. They make serious mistakes they can not rectify. They do not care if they spend all day insulting women. They are dogs , with a dim intelligance , and no little amount of instinct. That instinct is all that they no. That instinct is what they mistake for a heart and mind. That instinct is trained like a snake , but that instinct does not have the foresight , nor the experiance to handle real human beings. Stalor. learn some history , dipshit. I could make the same suggestion to you , cunt. The Klan murdered 3 people in cold blood who had the nerve to protest their march in Greensboro. Thanks for making my point , asshole. Thanks for making mine , spermguzzler. And by the way , why are you such a coward that you cant use your real name ? I used to use my own name , but you "" tolerant "" "" anti-racists "" kept mailbombing me rather than engage in debate. You can call it "" cowardice "" if you want to , cunt. Do the big bad JOOOS frighten you THAT much ? What they are doing to society is pretty scary. And this is the future of the White Power Rangers. Thats scary. Sara "" My opinion is that there would have never been an Infidel if there had never been a priest. "" Thomas Jefferson Before you buy . 
",1,1684,razavai
"I am all-powerful. Poor deluded fool. You are , at best , merely the unwitting puppet of certain ( lower-ranking ) members of the Cabal. A pawn in a diabolical scheme of which you know not wit. Those who say , do not know. Those who know , do not say. Oops , me and my big mouth. Before you buy . 
",1,298,razavai
"Dear Beatle Fan : I got your address from Beatle-related chat rooms/web sites and/or the Amazon book review area. I dont mean to be intrusive or offensive - I am a sociologist and first generation fan with personal and professional interest in the world-wide community of Beatle fans. Ouch. The questions are depressingly centred around the USA. Bad start buddy ! : - ( Nothing is Beatle Proof ! 
",1,397,razavai
"DEAR COMEDY DEVIL : You are apparently hitting the "" new post "" button on your browser when replying to messages on A REAL PROOF OF GOD. You should be hitting the "" Reply "" or "" reply to group "" button no wonder you have beenm complaining about not getting any answers from me. Please post to A REAL PROOF OF GOD so that I can find your messages. In the meantime I have a few replies below : Cant believe this Georgie-porgie.are you STOOPID ? Julian Jaynes ideas was anti-Cartesian you dipshit. He ascribed the rise of religion to different functions of L and R hemispheresvoices in the head to be precise. Penrose ascribed consciousness to possible quantum actions in the brain ( ie no non-computational algorithm ) NOT "" god "" . Your theory is unfasifiable. [ Hammond ] Clearly not so since it is based on 100 years of experiemental psychometry data. fact is it has already been confirmed. Since any theory which has been confirmed is unfalsifiable your statement confirms my theory. You have not answered my questions which quite frankly are first year Psych questions. You fail to even justify the thought process that led you to this theory. You quote references and sources which seem only to justify your theory and miss out the parts which are inconvenient.and the most unforgivable.you fail to describe/note any experiment/lab work to support your theory. [ Hammond ] What are you talking about there are 75 bibliographic citations at the end of my published paper. what are you ; out in Left Field. ? you even miss the bleedin obvious.Cartesian dualism isnt even credible anymore as a Psych theory [ Hammond ] ] You dont know the difference between the Cartesian Coordinate System and Cartesian Dualism how did you get a PhD. ? .you fail to mention other notables in this field such as Hebdige and Deutscheyou miss quote Penrose.shall I go on ? Or am I one of the 50 % that you just ignore because they dont agree with you ? [ Hammond ] You are totally uninformed about the theory through laziness I would guess. but assume you have a liscense to sput opinions irregardless. who do you think you are kidding you think I am an amateur kid you can snow ? ? Post some real science. Then we can have a heated debate. Ron [ Hammond ] I have posted the real science at you are a PhD psychologist and I dont thing you know the difference between an eigenvalue and a secod order factor. George Hammond , M.S. Physics 
",1,2420,razavai
"CarlD does not use his real name , however he is simple enough to trace. The man posts to the Internet religiously. Subjective. He lives in a small town in Texas. Wrong. He keeps gold and silver stashed away. Gold jewelry and silver coins in addition to other assets. He is a gun nut and an explosives nut who thinks the world is going to end in chaos at any moment. "" gun nut "" is a common term used by leftist fuckheads to deride any gun owner. Yes , I own guns. Not as many as some folks. "" explosives nut "" is just plain bullshit. I have advised people on how NOT to blow their hands off if they are gon na mess with that stuff. I dont recommend it. There is hardly a facet of "" Carlds "" life that he has not posted publically , somewhere , somehow. Sure , right. Men like CarlD are problems about to happen. You are an idiot. They are paranoid. They are delusional. They make serious mistakes they can not rectify. Sounds like you are describing yourself. ( remainder of idiocy snipped ) 
",1,994,razavai
"I am in no position to verify or refute Rummels figures ( Otto Pohl has some interesting views on that subject if he is around ) but I would condemn democide from whatever source. David I am not sure that my views are that interesting , but Rummels figures for the USSR certainly exceed most estimates of Soviet excess death under Stalin. Currently most estimates converge around 20 million. The Soviet documentary records regarding executions , deaths in corrective labor camps , corrective labor colonies , prisons , special settlements , POW camps , etc. is much more extencsive than any statistical documents that exist for deaths caused by the Nazis. These recorded deaths in the Soviet records exceed three and a half million deaths in OGPU-NKVD-MVD custody. In terms of genocide , the Stalinist deportation of North Caucasians destroyed a percentage of the total population of the Karachais , Chechens , Ingush and Balkars almost equal to total world Jewish losses during World War II. Yet according to the great hero of "" anti- revisionists "" Deborah Lipstadt , "" In contrast , no citizen of the Soviet Union assumed that deportation and death were inevitable consequences of his or her ethnic origins. "" Denying the Holocaust ( p. 212 ) . Her denial of this particular crime against humanity proves that "" anti- revisionists "" are not at all interested in truth or concerned about genocide denial. They are concerned with a political agenda of which uses the "" uniqueness "" of the Holocaust as a shield to dismiss other state crimes as morally insignificant. J. Otto Pohl Before you buy . 
",1,1599,razavai
"i have a practical question , how does one take Viagra in a relationship where spontaneous sex is the norm ? ? ( and stop laughing , I am serious ! ) It doesnt hurt to take it and not have sex ; ) Very painful in a financial sense , though. Unless you have a PRN prescription fully covered by insurance . 
",1,306,razavai
"context-away Two dumb questions : 1. Is radiation exposure an issue for the modern orbital lifestyle ? 1. Does living in zero-g cause muscle and bone loss ? SHARE WHAT YOU KNOW MAKE STUFF UP AND HIDE WHAT YOU DONT ! 11111 Revd PtR Pausing to examine a dry stream bed , he muses : "" Nature is a complicated and layered repository of human aspirations. It was a privilege to grow up in this landscape. "" Jedediah Purdy 
",1,418,razavai
"Er , you are using a Japanese rank - 10th dan. Call him a violet sash or something. Nah- the roundeyed sinowannabees have to accept that right along with using their pajama pattern , any variation on their ranking system , their concept of lineage and authority , lots of their words , lots of their religious and philosophical concepts and the rest of the sinophilic stuff , will come using their valued ritual words and honors right along with it. It is about like the old belt washing story- just another mythos for salesmanship. First they had one belt , then they had three , three became twenty , twenty became a hundred. Now , who has any idea what a particular piece of cloth is worth that isnt issued by their own club. The utter plethora of belts , sashes , colors , stripes , bars , bells , flowers , kanji , badges , patches , pins , tattoos , commemorative knives , pajama trim , medallions , bracelets , secret decoder rings and funny hats is beyond any codification at all. It is best just to realize how hard your honors are to achieve and be satisfied with it. It is nothing to me that someone has a 5th dan black unless he tells me who from. There are just too many of them floating around from Franks Karate Shop and Stormdoor Factory , Inc. 10th Dan claims are only more pretentious by definition. Chas 
",1,1324,razavai
"GP On 06 Oct 99 -0500 , "" Timothy Rue "" As far as giving away ideas and such , thats what sell out do , theives also , when they put on the act of giving away that which is not their work as though it is. Which can put other at risk. Think about it and maybe get back to the subject. GP You are such a blathering idiot , you didnt even read what I GP The people doing the giving away are the ones with the ideas , GP hoping they will find their way into code or products of someone GP who knows how to do those things. GP If I have an idea and want to pass that to olaf or dave and they GP elect to use it , I send them a letter of thanks for taking my GP idea and turning it into something useful. GP There is no thievery there ! Take the shot Timmy . Well then , you are an idiot and a sell out supporting the spoiled brat of the computer industry. Why , because I and many others do something you wont ? Who is REALLY the spoiled brat Timmy ? Do you really think MS figured all they have out for themselves ? Sorry , this doesnt make sense as written and I dont do interpretations so you get no answer to this one. But they are sure to claim it and even charge the consumer for the ideas the consumer "" gives "" them. If consumers wish to "" give "" ideas to MS , that is their right. Why does it matter to you. Some people feel that is a form of support they can offer. Hmmm , and how unoriginal are the ideas you are claiming is yours ? Or are you just a theif passing along your takings ? Use your spell checker Buffy. I dont have to take from others , nor do I have to make wild accusations that people have "" stolen "" from me . It cant get much clearer that you have no integrity. Why do posts from you remind me instantly of a lobotomized flatworm writing with his tail ? BTW , I "" stole "" the "" lobotomized flatworm "" part from a friend of mine just to enhance your belief that I have no integrity Gary Peake , TAC-OwlNet.Net Team AMIGA Central We provide free web sites for small developers Sometimes you are the windshield , sometimes you are the bug ! 
",1,2063,razavai
"Subject : Re : Dr. Kerens Disinformation [ snip ] Dr. Kerens "" sample of the facts "" is , in this case , a wonderful example of nonsense. With regard to sample of "" fact "" # 6 ( above ) , one must understand that the "" 500,000 "" people supposedly murdered "" till mid-May 1943 "" simply could not have been cremated. This is hilarious ! Andrew Allen admits that the the victims of the typhus epidemic were burned on pyres , but his IHR buddy shows up for his semi-annual "" it is a forgery that doesnt prove what it is supposed to prove , "" all of a sudden typhus victims cant be cremated on pyres because the crematoria werent built yet. The amazing thing is that you guys think your readers are stupid enough to fall for this nonsense. In what way does your reference to the cremation of typhus victims address my concern that 500,000 alleged murder victims could not have been cremated in the ovens of Birkenau ? In what way does your fixation on the crematoria show that bodies could not have been burned at all ? at University of Alberta Multi pertransibunt & augebitur scientia "" Nizkooks are not members of homosapiens. They are members of Judeosapiens. "" Joe Bellinger , May 17 , 1999. [ Ceacaa comments ] The crematoria of Birkenau were a very expensive undertaking. Their construction dates are also very well documented. They are also supposed to be the epicenter of Holocaust Belief and an integral part of the German "" master plan "" in its most developed stage. Finally , the Germans kindly left most of the "" gas chambers "" of Krema II and III for us to examine. Any rational person would go to "" the scene of the crime "" and examine the "" murder weapon "" . Thus , the question becomes one of weighing Holocaust Belief against the known facts of the crematoria not , as you simplisticly try to frame the question , could the Germans really have "" hidden "" all the bodies some other way . 
",1,1900,razavai
"the is the biggest amount of crap I have read in a long time. how the fuck do you think great artists got great , beating off ? they polished their craft , ya bonehead , the GOT better by working at it. so spare me , and all of us , that hippy-bullshit theory that being creative is a "" natural "" happening. you get good at anything by learning your craft , whether it is writing a poem , making a dress , carving wood , counseling others , anything. Amen Charles My Poetry & Stuff 
",1,483,razavai
"This is a multi-part message in MIME format. 571F78BF86D7DAE12B5386D6 Content-Type : text/plain ; charset = us-ascii Content-Transfer-Encoding : 7bit Use a good , well-calibrated orienteering compass. Once youve set your latitude with Polaris , you should be able to achieve well below 25/hour drift from a good motor drive. I routinely get 15-18 [ or better ! ] of drift per hour - fine for visual use. Darren. Hi Animator , Further to your recent posting re : Finding North. I thought I would share with you my experience. I have been observing for just over two months now - with almost 1 month of cloud : - ( using a 4.5 "" ( 114mm ! ) Newtonian , I do not posses a compass. How do I polar align I hear you ask ? I take a bloody good guess ! I then home in by trial and error. This is exactly how I first polar aligned on my very first viewing night and I still do. My guesses appear to be getting better with time may I add ! At home , I have placed pegs in the garden , either side of my dark viewing spot. I am sorry , but this just seamed obvious to me at the time , no hard thinking required. P.S. Tonight was my first night out in almost a month ! Jupiter and Saturn looked great , I say Pleiades for the first time and WOW ! My collation attempts a month ago really have improved the results obtained. More Clear Skies ! Wayne Anthony Osborn M $ Word : + + | I have detected that you want to write a letter , Shall I : O - Totally stuff it up for you. O - Piss off and leave you alone. | + + My God ! it is full of stars ! 
",1,1534,razavai
"tell me fella was it you who made this outrageous decision 
",1,60,razavai
"tell me this damn joke dude 
",1,29,razavai
"You seem to be another one who has a problem expressing yourself intelligently and without using profanity. you seem to be another one who uses his BIG nose as a weapon to bully his way into a ng or probably any other social situation where he is not wanted. i wonder if orkin has a solution for you ? jeff 
",1,308,razavai
"we want the name and you have no choice but to tell it to us 
",1,62,razavai
"what a pathetic joke it is 
",1,28,razavai
"says. : says.Have you nothing better to do , Midtown ? This is what , : the fourth thread youve started with "" Jews "" in the heading. : Did a Jewish girl turn you down for a date or something ? You : seem a bit obsessed. : I have always been under the impression that Neon is Jewish. Funny that : you would assume the opposite. Why is it funny ? Isnt it natural , given his demonstrated ignorance and lack of sensitivity and remarks about "" real Jews ? "" I suppose it is just possible he is a self-hating Jew , but I doubt it. Perhaps you need more irony in your blood. : Not to mention prejudicedwhat is that remark "" but it helps "" : but pure pandering to stereotypes. : That is , I believe , an allusion to the old ad for Levys Rye Bread - "" You : dont have to be Jewish to love Levys - but it helps ! "" A very amusing : ad campaign. Maybe it was only run in New York. I dont remember it. It might have been amusing , but insinuations about Jews and shopping ( and by implication money and riches ) do NOT amuse me. Antisemitism under the veil of "" wit "" is still ugly in my book. ObMovie : "" Annie Hall "" Heather Henderson 
",1,1128,razavai
"Using the RSU methid , the installation of IBMs latest FixPack release ( FP12 ) was a piece of cake this morning. Here it has turned into a nightmare. I got increasingly bizarre error messages and the system is now totally wedged. HOW DO I BACK OUT of a fixpack from the text-mode command line accessible early at boot time ? The system wont go any further. More detailed history and symptoms : The system started at FP11 and has a new CDRW ( SCSI ) that replaces a CDROM ( IDE ) , but that configuration was working for 2 days prior to FP12. The RSU installation went as far as the reboot. First problem was that it announced that device VCSHDD.SYS was bad. Pressing "" enter "" lets the process continue , and all the other device drivers load , but then the system comes to a crashing halt ( C-A-D does not work ) with the message that : "" The file PMMERGE-PMVIOP.122 specified in the PROTSHELL statement on line 2 of the CONFIG.SYS file does not contain a valid program. Line 2 is ignored. System stopped. "" Now , the CONFIG.SYS does not contain any such nonsense , its line 2 is the perfectly normal PROTSHELL = C : \ OS2 \ PMSHELL.EXE I would rather not have to reinstall everything from the beginning ! Pierre The Cucumbers "" Total Vegetility "" is out ! Pawnshops "" Three Brass Balls "" is out ! RAW Kinders "" CD EP "" is out ! Gosh , Pierre , I dunno. Trevor Hemsley is an absolute expert in this area. I just finished several hours with a Warp City member who is finally back online. He had upgraded to FP12 without a problem then tried the beta release of SDD and it it screwed up video. He didnt want to but had no other recourse but to reinstall OS/2 from scratch. Once reinstalled he tried upgrading to FP12 and hit a trap error and the system would not go on any further. He couldnt back out the FP12 so he reinstalled again and posted in the setup newsgroup. There Trevor advised he rem out the sound card statement and try again. By then he had contacted me and I advised he upgrade the sound card driver before upgrading to FP12 again. He did that then tried FP12 and it worked. Before starting that RSU IBM should offer a small Uninstall program for download just in case. The WC member was so frustrated he was ready to throw in the OS/2 towel. Trevor is here : Tim . 
",1,2284,razavai
"show the name and get your ass out of here 
",1,44,razavai
"On Fri , 01 Oct 1999 -0600 , jerome rondeau This is a forum for discussing books and short stories in the genres of scince-fiction/ fantasy genres. You have not been dicussing anything even remotely connected to the said purpose of the group , and am taking up my time posting your off topic threads. Please dont be offended personnally but , GET THE FUCK OFF THIS NEWS-GROUP. Just one question. Who the hell are you talking too ? William Year 2000 : 92 Days To Go . 
",1,468,razavai
"No new news here. You got us their. NEWSFLASH : Linux competitor disses linux. Wow. Excuse me while I yawn. Hehe , do you actually think that the poster will be able to see some kind of connection between being a Linux competitor , and dissing Linux ? Mr Sparkle - Aka Martin A. Boegelund Before you buy . 
",1,307,razavai
"Okay , I want some good sexy SF books. Not "" spank "" books ala John Norman , but rather some well done SF books where you get a little more than , "" And after , they saved the Universe. "" Something that should probably say "" Adult "" on the cover ( like Heavy Metal ) , though it doesnt have to ( like Anais Nin ) . Suggestions ? Or are there no well written smutty SF ? I just read _The Crow Road_ , by Iain Banks. it is not SF , but I think it would appeal to many SF readers. It has a number of sex scenes , some of which are hysterical. ( For those who have read the book : the two I have in mind are the one in the car , and the one near the end of the book. ) 
",1,666,razavai
"Well , someone else has already indicated that a resonance is a counter example. I think. Which I suppose means reactance , which , correct me if I am wrong , is the magnitude of complex impedance , goes through a maximum. But. I fail to see how a function can have a maximum is the slope is always positive. Think tan ( x ) "" When you argue with a fool , chances are he is doing just the same "" 
",1,397,razavai
"we would like to hear the story that sucks 
",1,44,razavai
"your plan sucks dude , it really does 
",1,39,razavai
"show me the name and get lost sucker 
",1,38,razavai
"this is one skanky plan that you have 
",1,39,razavai
"share the most disgusting story that you have 
",1,47,razavai
"Someone in this newsgroup was wondering what was meant by Micro vs. Macro evolution. Micro evolution is when a creature adapts to it is envionment genetically. This happens all the time. We have definate proof for it. Anyone denying it is a moron. Macro evolution is when a creature ceases to be able to breed with similar creatures and so becomes a separate creature. Macro Evolution is decried as false and unscientific by protestant evangelists. Unfortunetly , the strength of their protests reduces their credibility. Come on , arent they the ones who proposed that man was made from dust ? Frank Bartunek 
",1,611,razavai
"they might not get more pussy than you jdg. theyre a christian band. brian he had never been able to keep a white woman any length of time , though , because he was too good to them , and , as i have said , any woman , white or black , seems to get bored with that. - malcom x 
",1,278,razavai
"The United States Memorial Holocaust "" Museum "" Yup , thats right. Moran recommends to all deniers that they put the word "" museum "" in quote marks. We all have an idea of real museums. In fact we might as well put "" United States "" in quote marks since we all know what it is all about. Yeaj , for one thing , it is about Freedom of Speech and Religion , which really burns Morons ass. Sara "" My opinion is that there would have never been an Infidel if there had never been a priest. "" Thomas Jefferson 
",1,506,razavai
"tell me something you bastard 
",1,31,razavai
"tell me is this lame plan the best you can came up with 
",1,57,razavai
"go to hell with that plan of yours 
",1,36,razavai
"For what ? skip,local,how much power,is money a factor ? 102 "" whip is hard to beat. Here we go again Oh my , you really cant teach an old dog a new trick. The Landshark "" Live to Ride , Ride to Live. But you havent done either till youve been on a Buell "" 98 S3 Thunderbolt powered 83 Honda 1100F 99 F150 Supercab for Antenna platform July 26 , 8 : 11am. 1999 8lbs 11 oz. Stephanie Beverly is here 
",1,400,razavai
"Do you honestly think that computers do arithmetic ? I have yet to find a spell checker that knows what I am talking about when I write. And what about the spell checker that likes to sprinkle nots all over the place. Computers do not do it better ; they may do it faster. One of the primary conditions that usually goes into machine design is that better is a function of faster. Snort. Silly man. Well , you are not only an idiot , you are probably a hypocrite. I used have this hypothesis that kids , who train as engineers go to a secret class that requires lobotomy as a prerequisite. I now have another data point supporting that hypothesis. /BAH Subtract a hundred and four for e-mail . 
",1,695,razavai
"damn you if your plan is not good or if you are not telling me about it 
",1,73,razavai
"i do not want trouble but you need to tell me this number 
",1,59,razavai
"I charge a fee for belt testing. Why ? Well , as you might guess , it is to make extra money. I dont make that much. Our school only has 8 belts , and the test runs between $ 20 and $ 100 bucks. Why not just raise the monthly fee a little ? It would reward the students that stay and youd get a little extra from the ones that leave. Marketing , marketing , marketing. When a student is presented with the school that says $ 50/month ( and doesnt charge for belts ) versus the one at $ 45 ( but does charge ) , who gets the nod ? And no matter how many times you tell them why you charge more , and that it is cheaper in the long run , they never listen. Why do I use belts ? At first we didnt. We were a "" traditional school "" . But guess what. People want belts. Prospective students would come in and say "" How come no one wears belts ? At karate school X they all have belts. "" One of the mcdojos in town puts a black belt up on the wall for you when you join the "" black belt club. "" The idea is that it is a constant reminder of your goal ( to which I think , shouldnt your goal be to become a powerful martial artist ? But I digress ) but for the guy walking in the door , the impact instead is "" wow , this must be a great school , look at all the black belts. "" Our ranking system is minimalist at best ( four ranks , one of which is posthumous ) and we get all kinds of questions about belts from prospects. Our school environment is very different from the run of the mill , and we tend to attract and keep a more select group. If people wanted to strap a ferret onto their asses during class would you accept that too ? ; Whoa , sign me up ! Thatd be one way to improve my footwork. Of course , I would offer "" ferret on yer ass "" courses for a nominal monthly surcharge - assuming I could get my ferret to cooperate. Badger Before you buy . 
",1,1855,razavai
"Button Presser puled : Ok Just to save some time. Plonk4 Awww ! When you care enough to plonk the very best . . . but , come back when you can understand it. Visit a Virtual Art Gallery in Cyberspace ! Ponder the Wit & Wisdom of Ching Chow ! View "" Unstill Life "" Animation . . . and more. Consider Matter , Mind & Movement. See the current HTML "" Apology to MW "" with illustration. Take a ride in the Teleporter and check the inexplicable. EXPLORE Alfred Lehmbergs Alien View "" at his Fortunecity URL. Updated 2 October JOHN FORD RESTORATION FUND Send your checks and money orders to _me_ , Alfred Lehmberg ( cut out the lawyers , they got theirs ) at : 304 Melbourne Drive , Enterprise AL , 36330. Strict records kept. $ 350.00 pledged $ 200.00 collected ! "" I cleave the heavens , and soar to the infinite. What others see from afar , I leave far behind me. "" - Giordano Bruno , burned at the fundamentalists stake . 
",1,921,razavai
"i can not stand the suckiness of this story 
",1,45,razavai
"But , not to put a fine point on it , you belong to a religion that I would say has a racist background. Good grief ! Now I am a "" racist "" too , as well as an "" ass "" and a "" crackpot "" ! Would you mind pointing out exactly the "" racist "" aspects of my religious beliefs ? I am really eager to discover them ! I guess Doug isnt talking about the asinine , easily-disproved beliefs about what happened in the Americas ca. 2kya. So maybe it is the bit about a dark skin being a sign of Gods disfavour ? But I am sure Doug can speak for himself . 
",1,546,razavai
"daaaaaaammmmmmnnn , it wasnt a joke , i know many of people who have gotten head from your mother , its actually better than your girlfriends. -jason 
",1,151,razavai
"i do not want to sound rude but hell i need the name 
",1,54,razavai
"Do you honestly think that computers do arithmetic ? I have yet to find a spell checker that knows what I am talking about when I write. And what about the spell checker that likes to sprinkle nots all over the place. Computers do not do it better ; they may do it faster. One of the primary conditions that usually goes into machine design is that better is a function of faster. Snort. Silly man. /BAH Subtract a hundred and four for e-mail . 
",1,446,razavai
"Gary Peake , you sanctimonious asshole. Sanctimonious asshole ? Thats a new one. I doubt it. Joe made a Phoenix post on a web page of his that was filled with misinformation. I took the time to correct a few of his errors and he apparently is upset about that. Sorry Joe. If you make a statement , it should be correct. Gary Peake , TAC-OwlNet.Net Team AMIGA Central We provide free web sites for small developers Sometimes you are the windshield , sometimes you are the bug ! 
",1,478,razavai
"go to hell with the plan you have told me 
",1,43,razavai
"tell me if you ever were able to think of a good plan idiot 
",1,61,razavai
"tell me some shit now 
",1,23,razavai
"the suckiness of this plan that you are telling us is apparent to anyone 
",1,74,razavai
"Someone in this newsgroup was wondering what was meant by Micro vs. Macro evolution. Micro evolution is when a creature adapts to it is envionment genetically. This happens all the time. We have definate proof for it. Anyone denying it is a moron. Macro evolution is when a creature ceases to be able to breed with similar creatures and so becomes a separate creature. Macro Evolution is decried as false and unscientific by protestant evangelists. Unfortunetly , the strength of their protests reduces their credibility. Come on , arent they the ones who proposed that man was made from dust ? Actually , they have a rather clever ( if ultimatly metaphysical ) way of running around Macro. You show them an instance of speciation ( a new species splitting of from an old ) and they say "" But it is STILL an X "" . A new species of beetle is still a beetle. A new species of corn is still corn. They want to see changes on a much higher level.Elephants to cows or some such. Any speciation they claim is still in the same "" kind "" and is thus , micro-evolution. Frank Bartunek spam blocking in effect. To reply remove "" not "" When someone is saved from certain death by a strange concatenation of circumstances , they say its a miracle. But of course if someone is killed by a freak chain of events - that must also be a miracle. Just because it isnt nice doesnt mean its not miraculous. Terry Pratchett "" Interesting Times "" 
",1,1426,razavai
"There is , I believe , a theorem in Alternating Current Circuit theory , which states , approximately , that the reactance of an arbitrary network of reactive elements ( inductors and capacitors ) is a monotonic function of frequency. Would someone please state this theorem more exactly , and indicate a proof ? Well you are close , but not heads on. While not Fosters Theorem , a close follow-up to Fostersa states : "" Another important property of a two-terminal impedance is that the slope of the reactance with frequency is always positive. "" A postive slope alone does not require the function to be monatonic , as is evident if you consider the case where resonance takes place within the network over the frequency spectrum of interest. With respect to Fosters Theorem , it states ( although I dont have Fosters literal quotation : "" The entire behavior of the network is specified by giving the locations of the poles and zeros and the value of H. "" ( Fosters Reactance Theorem ) . The text I have quoted here ( Walsh & Miller ) has the usual disclaimer that the proof is beyond the scope of the text. Still , what they do have is some clues to the proof. ( Make the student sweat type stuff ! ) If this would be useful to you , contact me by email and I will do my best to email the information the information to you after typing it in. ( Sorry , at 2 : 00 am , I dont do proofs ! Hell , even at 2 : 00 pm I dont do proofs. In fact , real men and scientists never do proofs. Proofs are done only by math weenies , course instructuctors trying to fill the required time , and students who are having their noses rubbed in it. Physicists dont need no steenking proofs ! God , I hope this is being posted to sci.physics or I am in big trouble ! ) Harry C . 
",1,1766,razavai
"share your name with us idiot 
",1,31,razavai
"show me the plan for that shity meeting that is supposed to take place here sometime next shity week 
",1,102,razavai
"we would like to hear what can you say about your plan for that shity event 
",1,77,razavai
"Youve made it abundently clear by this action that you , in fact , are incapable of acting like an adult , nor should be in the company of adults. I had hoped that you , like I , were an adult who doesnt take any of this seriously and saw it as the game it is. Adults ? there is no use in calling names , Carny. I have been making this same point in various ways for well over three years now , and it is still a surprise to me how seemingly so few people "" get "" it. Listen up , folks , ` cause , just this once , I am gon na "" spoon-feed "" it to you : The adults I come into contact with dont find much "" wit "" in just calling people "" assholes. "" Again , tho , what passes for amusement in your sandbox is your and your playmates choice. It would please me no end if youd just get the hell away from this community , at the very least until your mommy potty-trains you. But the assumption that I am taking a superior ( in TA terms , "" parent "" ) position , and thus am "" talking down "" to my audience , works only if you give me that authority and then assume that my words are directed to your "" child. "" Alcoholism is a serious illness , you see. it is a good illness , because not many illnesses you get to be drunk all the time. Norm MacDonald 
",1,1252,razavai
"Well , what do you expect from people who are just not that smart ? I would be willing to wager that none of them have ever looked through a telescope or read any books on Astronomy. If they really had done either , they would have some doubts. Funny thing is that the Universe that God made is a lot bigger and more complex.than these poor folks can imagine ! Ed Murray 
",1,372,razavai
"Okay , I want some good sexy SF books. Not "" spank "" books ala John Norman , but rather some well done SF books where you get a little more than , "" And after , they saved the Universe. "" Something that should probably say "" Adult "" on the cover ( like Heavy Metal ) , though it doesnt have to ( like Anais Nin ) . Suggestions ? Or are there no well written smutty SF ? christopher El articulo es demasiado grande para su apartado . 
",1,434,razavai
"noel kuriakos : "" you sell more books this way "" what in hell do you mean ? neon , m . 
",1,88,razavai
"On Sat , 16 Oct 1999 GMT in comp.lang.c + + , "" Ghostlord "" I am looking for a skilled programmer to assist in the completion of the arcade project DARK PRESENCE ! C , C + + , MFC , Direct X a must. Prefferable Job ads , off-topic in comp.lang.c + + , give the impression of an employer that is either technically clueless , or abusive and irresponsible , or both. In any case , a company you do not want to work with ! There are dozens of .jobs. newsgroups where they belong. See the article titled "" Welcome to comp.lang.c + + ! Read this first. "" ( Posted and emailed. ) 
",1,575,razavai
"On comp.os.ms-windows.advocacy , void posted : IE was and is a buggy piece of shit. False. "" Buggy piece of shit "" is an unscientific term , so I wont argue with you about it. Let me make an assertion that has more real content : IE-related advisories are extremely common on BUGTRAQ. It is not a piece of software that a security-conscious person would wish to use. When the alternative is Netscape , I will take my chances . 
",1,428,razavai
